"","lat","lon","IFd","GIn","HIn","IFr","Crn","Pln","Frg","Nct","Grn"
"7171",27.5,-112.5,53,51,31,31,19,10,2,2,19
"7170",27.5,-113.5,49,48,25,24,20,11,2,2,20
"7169",27.5,-114.5,53,60,31,27,19,8,2,2,17
"7193",27.5,-12.5,24,52,29,13,15,5,0,0,10
"7188",27.5,-80.5,44,83,43,35,18,8,1,1,15
"7185",27.5,-97.5,62,93,47,38,22,16,3,4,26
"7322",27.5,117.5,102,106,58,41,29,18,4,0,20
"7323",27.5,118.5,102,115,61,39,34,18,4,0,21
"7233",27.5,27.5,11,20,8,5,7,3,0,0,0
"7234",27.5,28.5,13,25,10,8,7,3,0,0,1
"7237",27.5,31.5,34,55,33,13,18,7,1,0,8
"7242",27.5,36.5,21,31,21,14,21,4,0,0,6
"7243",27.5,37.5,16,23,23,12,20,6,0,0,6
"7244",27.5,38.5,11,23,22,12,19,5,0,0,7
"7246",27.5,40.5,10,16,21,8,20,4,0,0,8
"7247",27.5,41.5,9,18,21,7,18,4,0,0,9
"7251",27.5,45.5,10,16,16,6,19,2,1,0,6
"7254",27.5,48.5,21,32,18,12,24,2,1,0,8
"7259",27.5,54.5,40,48,28,16,23,8,2,0,13
"7260",27.5,55.5,43,48,28,18,24,9,2,0,15
"7261",27.5,56.5,44,52,29,18,25,9,2,0,14
"7266",27.5,61.5,30,30,21,17,21,8,1,0,13
"7270",27.5,65.5,24,28,26,16,22,7,0,0,17
"7271",27.5,66.5,36,40,35,22,29,8,1,0,19
"7273",27.5,68.5,55,66,47,26,34,12,4,0,24
"7274",27.5,69.5,47,54,42,23,32,12,4,0,21
"7275",27.5,70.5,36,44,42,19,26,8,3,0,15
"7276",27.5,71.5,36,41,45,19,25,6,3,0,17
"7279",27.5,74.5,56,60,51,24,31,16,4,0,21
"7280",27.5,75.5,70,69,56,29,30,19,4,0,22
"7281",27.5,76.5,76,75,57,32,33,19,6,0,28
"7282",27.5,77.5,84,84,58,32,32,20,9,0,28
"7286",27.5,81.5,94,93,61,38,40,22,11,0,18
"7287",27.5,82.5,113,106,64,40,43,22,14,2,20
"7288",27.5,83.5,143,131,75,56,51,24,15,2,24
"7289",27.5,84.5,172,144,84,65,58,30,16,5,25
"7290",27.5,85.5,169,144,92,67,57,37,20,7,27
"7291",27.5,86.5,164,136,89,63,48,39,19,7,26
"7292",27.5,87.5,169,125,87,62,47,39,17,7,28
"7293",27.5,88.5,187,115,82,58,45,43,16,7,29
"7294",27.5,89.5,155,109,71,50,43,37,12,6,25
"7295",27.5,90.5,150,115,70,53,40,28,14,4,22
"7296",27.5,91.5,150,115,74,57,43,30,17,6,23
"7297",27.5,92.5,158,122,74,65,42,32,22,8,24
"7298",27.5,93.5,169,133,71,68,45,21,25,8,23
"7299",27.5,94.5,164,128,80,65,45,21,22,6,21
"7300",27.5,95.5,154,109,88,55,41,23,22,5,18
"7301",27.5,96.5,197,134,88,67,42,31,29,7,17
"7302",27.5,97.5,198,141,87,74,41,29,28,7,23
"7019",28.5,-101.5,68,66,34,31,24,18,3,2,31
"7018",28.5,-102.5,72,67,38,34,24,17,3,2,32
"7017",28.5,-103.5,70,62,35,35,23,17,3,3,28
"7016",28.5,-104.5,69,57,35,33,24,17,3,3,27
"7014",28.5,-106.5,70,63,41,34,26,20,4,4,27
"7013",28.5,-107.5,79,64,49,38,27,17,5,9,25
"7012",28.5,-108.5,90,66,45,48,26,15,7,11,27
"7011",28.5,-109.5,83,65,31,45,29,16,7,11,28
"7009",28.5,-111.5,66,61,39,32,16,15,4,5,21
"7007",28.5,-113.5,48,48,23,23,20,8,2,2,19
"7026",28.5,-82.5,45,87,45,34,18,10,1,1,20
"7024",28.5,-96.5,58,87,50,37,22,16,3,4,26
"7158",28.5,112.5,71,82,37,29,18,15,3,1,15
"7073",28.5,26.5,10,23,10,5,8,2,0,0,0
"7074",28.5,27.5,11,23,11,6,8,2,0,0,0
"7077",28.5,30.5,35,61,38,16,20,5,1,1,11
"7078",28.5,31.5,35,58,34,13,19,6,1,0,10
"7080",28.5,33.5,21,30,22,18,18,9,0,0,9
"7082",28.5,35.5,26,35,22,15,20,6,0,0,7
"7084",28.5,37.5,14,22,23,9,18,5,0,0,7
"7085",28.5,38.5,11,18,22,7,19,4,0,0,8
"7086",28.5,39.5,11,19,20,6,19,4,0,0,9
"7090",28.5,43.5,10,14,19,6,18,2,0,0,6
"7091",28.5,44.5,10,15,18,6,18,1,0,0,5
"7097",28.5,51.5,45,47,31,16,23,9,1,0,12
"7100",28.5,54.5,38,45,35,17,24,10,1,0,15
"7101",28.5,55.5,35,44,31,17,24,11,1,0,15
"7102",28.5,56.5,38,47,28,15,22,11,1,0,15
"7103",28.5,57.5,39,46,27,18,23,10,1,0,16
"7110",28.5,64.5,24,25,25,13,17,10,0,0,16
"7111",28.5,65.5,24,28,31,14,21,9,0,0,16
"7114",28.5,68.5,56,57,44,26,34,9,4,0,21
"7115",28.5,69.5,49,59,48,26,33,11,4,0,23
"7116",28.5,70.5,46,55,48,26,32,9,4,0,23
"7117",28.5,71.5,34,41,44,21,30,6,4,0,17
"7118",28.5,72.5,38,40,43,19,28,7,3,0,15
"7122",28.5,76.5,71,75,58,32,32,18,8,0,25
"7126",28.5,80.5,118,105,72,39,44,26,15,2,21
"7127",28.5,81.5,148,127,81,52,47,28,16,5,26
"7128",28.5,82.5,135,124,76,52,40,30,16,6,25
"7129",28.5,83.5,137,115,79,49,42,35,13,6,25
"7130",28.5,84.5,125,111,74,46,40,31,11,5,27
"7131",28.5,85.5,87,62,52,25,32,34,4,3,23
"7132",28.5,86.5,44,33,41,14,23,30,2,2,20
"7135",28.5,89.5,33,33,36,12,26,28,2,2,17
"7136",28.5,90.5,31,31,30,12,24,25,2,1,16
"7137",28.5,91.5,34,35,37,14,25,24,1,2,19
"7140",28.5,94.5,156,100,64,59,37,28,19,6,21
"7141",28.5,95.5,165,117,74,63,42,21,20,6,23
"7142",28.5,96.5,145,109,83,57,39,33,20,2,23
"7143",28.5,97.5,132,94,86,41,37,35,15,2,22
"6927",29.5,-100.5,55,67,34,31,23,21,3,2,28
"6926",29.5,-101.5,64,66,37,29,26,20,3,2,29
"6925",29.5,-102.5,70,66,42,33,26,20,3,2,34
"6924",29.5,-103.5,68,65,39,33,25,20,3,4,34
"6923",29.5,-104.5,69,60,41,34,24,22,3,2,33
"6919",29.5,-108.5,81,65,46,38,28,18,5,12,27
"6917",29.5,-110.5,70,59,31,35,20,16,4,8,27
"6913",29.5,-114.5,51,47,23,26,21,9,2,3,21
"6950",29.5,-6.5,25,31,24,10,18,5,0,0,12
"6948",29.5,-8.5,34,47,40,19,24,5,0,0,18
"6947",29.5,-9.5,41,69,45,23,26,6,0,0,19
"6937",29.5,-90.5,51,84,42,34,17,9,1,3,20
"6932",29.5,-95.5,56,88,43,36,23,18,2,3,25
"7888",29.5,103.5,125,106,60,42,32,26,5,1,24
"7895",29.5,110.5,80,91,53,37,23,21,3,1,21
"7897",29.5,112.5,65,85,38,29,17,17,3,1,13
"7898",29.5,113.5,70,84,39,28,16,17,3,0,14
"7902",29.5,117.5,80,93,56,31,26,19,3,0,15
"6981",29.5,24.5,9,25,10,5,7,4,0,0,1
"6982",29.5,25.5,12,26,16,7,9,4,0,0,2
"6983",29.5,26.5,11,27,16,8,8,3,0,0,2
"6986",29.5,29.5,19,35,24,10,10,4,1,0,5
"6987",29.5,30.5,43,69,39,16,24,6,1,1,16
"6988",29.5,31.5,47,75,46,18,25,7,1,1,13
"6990",29.5,33.5,20,28,29,10,18,6,0,0,9
"6991",29.5,34.5,23,29,29,12,21,6,0,0,9
"6992",29.5,35.5,27,30,26,14,26,11,0,0,11
"6993",29.5,36.5,16,18,21,8,18,6,0,0,7
"6994",29.5,37.5,13,18,21,7,19,4,0,0,6
"6995",29.5,38.5,13,17,22,7,20,4,0,0,7
"7003",29.5,46.5,23,22,18,9,18,3,1,0,4
"7004",29.5,47.5,32,43,27,17,26,3,1,0,8
"7836",29.5,51.5,49,59,39,20,23,12,1,0,15
"7837",29.5,52.5,44,53,37,20,25,13,1,0,15
"7838",29.5,53.5,40,47,31,16,25,13,0,0,14
"7839",29.5,54.5,28,42,29,15,24,13,0,0,13
"7840",29.5,55.5,29,34,24,12,22,12,0,0,13
"7841",29.5,56.5,28,34,24,12,21,11,0,0,13
"7850",29.5,65.5,27,33,34,17,21,8,0,0,18
"7851",29.5,66.5,35,48,49,20,26,10,1,0,19
"7852",29.5,67.5,46,53,45,24,31,8,1,0,20
"7855",29.5,70.5,50,58,52,25,31,10,4,0,22
"7856",29.5,71.5,46,53,49,27,31,7,3,0,23
"7857",29.5,72.5,46,51,48,25,30,7,4,0,24
"7858",29.5,73.5,48,56,47,22,31,9,3,0,19
"7859",29.5,74.5,56,64,52,27,32,13,4,0,22
"7861",29.5,76.5,77,73,60,32,33,14,9,0,28
"7863",29.5,78.5,129,118,66,42,43,23,13,1,27
"7864",29.5,79.5,163,137,85,50,47,28,17,7,28
"7865",29.5,80.5,134,123,74,44,43,31,16,7,22
"7866",29.5,81.5,110,96,67,38,33,28,11,5,20
"7867",29.5,82.5,83,74,52,24,26,28,6,4,23
"7868",29.5,83.5,44,35,38,14,21,28,1,2,21
"7869",29.5,84.5,31,24,30,9,17,21,1,1,17
"7880",29.5,95.5,96,83,60,31,33,31,12,3,26
"4245",3.5,-51.5,224,124,67,97,33,17,76,30,27
"4244",3.5,-52.5,234,113,65,97,31,17,76,28,18
"4241",3.5,-55.5,217,100,59,91,31,17,77,24,16
"4240",3.5,-56.5,219,100,61,92,32,17,79,25,15
"4239",3.5,-57.5,220,99,62,93,32,17,81,26,15
"4238",3.5,-58.5,232,110,63,98,32,17,87,27,19
"4237",3.5,-59.5,238,121,63,100,34,18,88,30,23
"4236",3.5,-60.5,230,119,64,97,34,17,89,28,24
"4235",3.5,-61.5,222,108,61,96,34,18,88,29,23
"4234",3.5,-62.5,217,100,55,90,29,18,90,29,15
"4233",3.5,-63.5,220,98,52,93,29,18,89,28,13
"4232",3.5,-64.5,228,104,50,98,29,19,94,30,12
"4231",3.5,-65.5,248,112,55,101,29,18,97,33,14
"4230",3.5,-66.5,243,109,58,98,29,17,95,28,15
"4229",3.5,-67.5,221,106,55,97,30,16,92,25,18
"4223",3.5,-73.5,200,123,66,100,37,21,84,21,26
"4222",3.5,-74.5,202,101,68,90,34,22,82,37,21
"4221",3.5,-75.5,179,92,57,78,29,17,71,42,25
"4220",3.5,-76.5,160,108,59,78,31,18,76,35,24
"4247",3.5,10.5,174,150,44,70,20,21,49,10,20
"4292",3.5,101.5,213,124,67,64,32,19,47,10,11
"4293",3.5,102.5,203,105,60,59,30,17,44,9,9
"4249",3.5,12.5,186,143,40,68,20,21,48,9,19
"4250",3.5,13.5,169,138,37,63,19,22,41,8,16
"4252",3.5,15.5,159,131,35,54,19,23,38,8,10
"4253",3.5,16.5,157,133,35,60,19,25,38,9,13
"4254",3.5,17.5,157,129,38,59,18,24,39,9,23
"4257",3.5,20.5,131,119,37,57,20,26,34,6,16
"4258",3.5,21.5,125,119,37,53,21,26,32,7,12
"4261",3.5,24.5,167,134,46,62,24,29,33,5,21
"4262",3.5,25.5,174,151,47,63,25,31,34,5,27
"4265",3.5,28.5,195,162,66,70,29,40,33,7,39
"4266",3.5,29.5,201,159,66,73,31,42,31,6,38
"4267",3.5,30.5,185,152,69,57,37,37,27,7,42
"4268",3.5,31.5,169,155,68,52,42,40,21,8,48
"4269",3.5,32.5,170,154,69,51,43,41,19,8,50
"4270",3.5,33.5,158,150,78,53,45,41,21,6,34
"4271",3.5,34.5,141,141,67,40,42,38,15,5,31
"4273",3.5,36.5,107,121,44,35,36,32,4,3,34
"4274",3.5,37.5,102,125,44,34,33,29,4,4,35
"4275",3.5,38.5,94,126,45,33,33,26,4,7,30
"4276",3.5,39.5,82,111,44,34,27,22,4,8,25
"4277",3.5,40.5,71,90,39,31,23,20,3,6,23
"7673",30.5,-108.5,81,71,45,37,28,22,3,8,35
"7667",30.5,-115.5,52,57,31,32,22,12,2,5,30
"7703",30.5,-7.5,50,67,38,23,23,7,0,0,21
"7702",30.5,-8.5,55,67,47,23,24,8,0,0,18
"7700",30.5,-81.5,46,85,43,34,18,11,1,1,20
"7699",30.5,-82.5,43,76,38,32,19,12,1,1,20
"7698",30.5,-83.5,45,80,38,32,18,11,1,1,21
"7697",30.5,-84.5,47,82,39,33,18,12,1,1,21
"7696",30.5,-85.5,50,80,40,33,18,10,1,2,21
"7695",30.5,-86.5,49,83,44,34,18,11,1,3,20
"7694",30.5,-87.5,50,85,45,34,18,12,1,3,21
"7693",30.5,-88.5,50,84,47,34,18,11,1,3,22
"7692",30.5,-89.5,51,79,44,32,18,10,1,3,22
"7701",30.5,-9.5,48,85,46,29,26,9,0,0,16
"7691",30.5,-90.5,48,82,43,32,18,10,1,3,21
"7813",30.5,102.5,110,111,77,46,37,38,4,2,31
"7814",30.5,103.5,109,96,62,43,33,31,4,1,22
"7828",30.5,117.5,72,89,56,29,25,20,3,0,17
"7829",30.5,118.5,80,94,56,31,26,21,3,0,19
"7830",30.5,119.5,81,95,53,31,30,21,3,0,19
"7739",30.5,28.5,27,52,28,18,14,5,1,0,7
"7740",30.5,29.5,36,67,38,20,14,5,1,0,13
"7742",30.5,31.5,54,85,49,25,25,7,1,0,17
"7745",30.5,34.5,28,37,36,18,26,10,0,0,16
"7746",30.5,35.5,40,44,38,20,27,10,1,0,19
"7747",30.5,36.5,22,17,20,7,20,5,0,0,8
"7748",30.5,37.5,14,16,19,6,20,3,0,0,4
"7749",30.5,38.5,11,15,20,6,21,3,0,0,9
"7750",30.5,39.5,12,14,19,6,22,2,0,0,8
"7757",30.5,46.5,30,53,38,17,22,7,1,0,10
"7758",30.5,47.5,40,63,41,22,24,10,1,0,11
"7759",30.5,48.5,40,57,34,23,26,7,1,0,12
"7760",30.5,49.5,38,51,33,20,25,11,1,0,15
"7761",30.5,50.5,45,60,40,22,26,11,1,0,17
"7762",30.5,51.5,45,66,38,24,24,12,1,0,19
"7764",30.5,53.5,36,39,27,14,24,14,0,0,15
"7765",30.5,54.5,28,29,24,12,21,12,0,0,12
"7767",30.5,56.5,25,28,25,9,19,9,0,0,11
"7771",30.5,60.5,30,39,36,15,24,10,1,0,16
"7772",30.5,61.5,30,40,42,18,24,11,1,0,15
"7777",30.5,66.5,36,41,44,22,26,10,1,0,20
"7778",30.5,67.5,43,43,46,20,28,10,1,0,21
"7781",30.5,70.5,58,64,49,25,31,11,4,0,23
"7782",30.5,71.5,56,59,49,27,32,8,4,0,23
"7783",30.5,72.5,54,59,47,26,28,9,3,0,26
"7784",30.5,73.5,53,61,50,27,28,9,5,0,23
"7785",30.5,74.5,65,66,55,29,30,10,5,0,24
"7787",30.5,76.5,101,81,62,34,36,15,10,0,28
"7788",30.5,77.5,149,123,75,49,43,23,13,2,32
"7789",30.5,78.5,141,121,76,45,41,25,13,3,27
"7790",30.5,79.5,111,93,75,38,36,32,11,4,21
"7791",30.5,80.5,64,53,49,22,28,26,6,4,21
"7509",31.5,-104.5,65,66,41,29,26,26,2,1,35
"7507",31.5,-106.5,67,60,40,34,27,21,3,2,31
"7506",31.5,-107.5,68,62,41,36,27,25,3,2,30
"7505",31.5,-108.5,78,66,45,39,29,24,3,7,37
"7504",31.5,-109.5,79,74,46,43,30,22,3,8,36
"7501",31.5,-112.5,63,54,32,30,23,20,3,5,26
"7500",31.5,-113.5,62,57,37,31,21,15,3,5,23
"7498",31.5,-115.5,59,56,36,31,21,15,2,5,30
"7535",31.5,-7.5,56,71,38,26,21,7,0,0,19
"7534",31.5,-8.5,49,70,40,24,19,7,0,0,17
"7532",31.5,-81.5,49,86,38,34,18,11,1,1,20
"7531",31.5,-82.5,44,73,37,31,18,12,1,1,19
"7530",31.5,-83.5,45,72,38,31,18,12,1,1,20
"7533",31.5,-9.5,44,78,38,30,23,7,0,0,14
"7522",31.5,-91.5,47,72,41,30,19,12,2,1,22
"7521",31.5,-92.5,47,73,39,31,19,12,2,1,24
"7644",31.5,102.5,83,83,67,38,35,37,4,1,29
"7645",31.5,103.5,101,107,71,44,36,37,4,1,33
"7652",31.5,110.5,78,84,50,36,23,23,3,1,21
"7576",31.5,34.5,36,61,42,31,29,14,1,0,17
"7577",31.5,35.5,49,55,45,32,32,15,1,0,20
"7578",31.5,36.5,29,33,30,13,22,9,0,0,9
"7579",31.5,37.5,17,17,26,9,21,3,0,0,6
"7580",31.5,38.5,14,15,22,7,19,3,0,0,6
"7581",31.5,39.5,12,12,18,7,19,2,0,0,7
"7590",31.5,48.5,36,47,36,20,24,10,1,0,13
"7592",31.5,50.5,45,63,34,23,23,16,1,0,20
"7593",31.5,51.5,40,58,33,18,25,16,0,0,19
"7596",31.5,54.5,24,24,26,10,21,9,0,0,12
"7597",31.5,55.5,21,22,26,9,20,8,0,0,12
"7598",31.5,56.5,23,24,26,8,20,9,0,0,13
"7599",31.5,57.5,22,25,24,8,20,8,0,0,12
"7603",31.5,61.5,33,42,43,18,26,12,1,0,19
"7613",31.5,71.5,59,63,52,25,32,12,4,0,23
"7614",31.5,72.5,65,67,50,28,30,9,3,0,25
"7615",31.5,73.5,66,68,53,29,28,8,5,0,25
"7616",31.5,74.5,75,69,58,34,32,13,7,0,24
"7617",31.5,75.5,99,82,61,33,36,15,9,0,27
"7618",31.5,76.5,121,107,72,40,38,20,12,3,29
"7619",31.5,77.5,111,107,70,37,37,23,10,3,24
"7620",31.5,78.5,82,65,56,23,30,28,5,2,19
"7621",31.5,79.5,38,36,36,9,18,25,5,1,19
"7426",32.5,-104.5,61,66,38,29,26,25,2,1,35
"7425",32.5,-105.5,63,62,41,30,26,24,2,1,35
"7424",32.5,-106.5,61,66,44,31,25,25,2,2,33
"7423",32.5,-107.5,65,65,47,35,28,26,3,2,33
"7422",32.5,-108.5,71,65,46,36,29,26,3,4,36
"7421",32.5,-109.5,73,68,50,38,32,23,3,7,34
"7418",32.5,-112.5,65,50,38,29,25,20,3,5,29
"7417",32.5,-113.5,59,51,35,27,22,17,3,5,27
"7416",32.5,-114.5,62,58,32,29,24,17,2,5,30
"7415",32.5,-115.5,63,54,35,32,23,16,2,5,30
"7458",32.5,-5.5,52,72,40,24,25,7,0,0,20
"7447",32.5,-83.5,45,69,40,32,19,12,1,1,20
"7440",32.5,-90.5,47,73,40,30,19,11,1,1,23
"7436",32.5,-94.5,49,75,41,32,21,14,2,1,27
"8389",32.5,103.5,85,85,71,37,34,39,4,1,33
"8390",32.5,104.5,100,101,71,41,31,32,5,1,29
"8391",32.5,105.5,93,89,60,37,26,28,4,1,23
"7475",32.5,11.5,24,53,33,16,13,5,0,0,17
"8396",32.5,110.5,64,76,40,29,22,19,3,1,21
"8397",32.5,111.5,54,71,36,23,21,12,3,1,18
"8406",32.5,120.5,45,78,38,23,20,15,3,0,18
"7486",32.5,35.5,58,77,52,29,30,17,1,0,21
"7488",32.5,37.5,20,17,30,10,19,4,0,0,11
"7489",32.5,38.5,15,16,21,8,17,2,0,0,6
"8333",32.5,47.5,40,46,42,18,23,12,1,0,13
"8334",32.5,48.5,41,54,37,22,25,14,1,0,18
"8335",32.5,49.5,42,56,36,21,24,17,1,0,23
"8336",32.5,50.5,42,49,32,20,23,17,0,0,21
"8337",32.5,51.5,35,39,29,16,24,18,0,0,17
"8338",32.5,52.5,30,25,29,12,21,14,0,0,14
"8340",32.5,54.5,24,22,27,11,20,8,0,0,12
"8341",32.5,55.5,24,21,25,9,21,7,0,0,13
"8342",32.5,56.5,23,26,26,8,21,9,0,0,12
"8343",32.5,57.5,25,28,25,9,22,9,0,0,14
"8353",32.5,67.5,45,40,44,19,25,10,1,0,16
"8354",32.5,68.5,43,49,45,19,25,7,1,0,19
"8356",32.5,70.5,61,65,56,26,35,11,2,0,23
"8357",32.5,71.5,70,67,51,29,33,10,3,0,27
"8358",32.5,72.5,79,68,56,28,34,11,6,0,27
"8359",32.5,73.5,82,72,56,33,34,12,6,0,27
"8360",32.5,74.5,94,82,58,35,38,15,8,0,27
"8361",32.5,75.5,116,101,71,43,37,17,9,2,27
"8362",32.5,76.5,108,89,70,31,35,25,9,2,24
"8363",32.5,77.5,59,48,45,13,26,28,4,1,14
"8364",32.5,78.5,42,32,34,9,19,23,2,0,15
"8365",32.5,79.5,29,18,28,5,15,20,0,0,14
"8190",33.5,-104.5,55,60,38,30,28,23,2,1,31
"8188",33.5,-106.5,60,65,46,33,27,24,2,2,35
"8187",33.5,-107.5,63,63,50,32,30,25,2,2,33
"8186",33.5,-108.5,66,58,46,32,29,28,3,3,33
"8185",33.5,-109.5,67,64,48,32,31,24,3,3,33
"8181",33.5,-113.5,58,52,35,27,22,16,3,5,27
"8180",33.5,-114.5,60,56,37,29,24,17,2,5,30
"8178",33.5,-116.5,61,54,48,35,26,17,2,4,31
"8220",33.5,-4.5,48,76,43,27,21,12,0,0,17
"8219",33.5,-5.5,48,73,45,26,25,10,0,0,17
"8215",33.5,-79.5,49,85,39,33,18,11,1,1,19
"8214",33.5,-80.5,46,79,39,33,18,11,1,1,18
"8205",33.5,-89.5,45,68,40,30,19,10,1,1,23
"8203",33.5,-91.5,48,73,43,30,19,12,2,1,24
"8202",33.5,-92.5,47,72,42,31,19,12,2,1,26
"8201",33.5,-93.5,50,74,42,32,20,12,2,1,27
"8305",33.5,103.5,70,75,70,31,27,39,2,1,32
"8306",33.5,104.5,79,94,74,38,32,36,4,1,27
"8322",33.5,120.5,40,70,32,25,19,13,3,0,18
"8237",33.5,35.5,43,53,38,28,24,15,1,0,18
"8245",33.5,43.5,27,45,39,18,21,8,1,0,10
"8248",33.5,46.5,31,38,34,19,26,12,1,0,14
"8249",33.5,47.5,35,48,39,20,27,16,0,0,17
"8250",33.5,48.5,39,52,36,21,24,17,0,0,24
"8251",33.5,49.5,40,46,36,18,22,17,0,0,21
"8252",33.5,50.5,36,33,31,18,22,18,0,0,17
"8253",33.5,51.5,31,30,29,12,21,17,0,0,15
"8257",33.5,55.5,23,24,23,9,22,8,0,0,12
"8258",33.5,56.5,27,26,24,8,22,9,0,0,12
"8232",33.5,7.5,27,48,30,13,19,6,0,0,13
"8272",33.5,70.5,74,62,62,27,36,15,2,0,24
"8273",33.5,71.5,79,70,55,32,35,15,2,0,25
"8274",33.5,72.5,89,71,57,32,29,14,4,0,25
"8275",33.5,73.5,112,83,65,35,34,17,7,0,27
"8276",33.5,74.5,116,92,66,36,34,18,8,0,27
"8277",33.5,75.5,98,84,63,27,29,25,7,1,19
"8278",33.5,76.5,63,54,46,12,19,25,4,1,13
"8279",33.5,77.5,45,29,33,11,16,23,2,0,14
"8280",33.5,78.5,35,23,27,6,15,25,0,0,12
"8281",33.5,79.5,23,14,26,3,12,22,0,0,13
"8233",33.5,8.5,32,55,34,16,19,6,0,0,19
"8234",33.5,9.5,37,66,39,19,20,8,0,0,19
"8058",34.5,-1.5,52,75,39,26,21,8,0,0,16
"8025",34.5,-103.5,45,51,35,30,26,19,2,0,28
"8022",34.5,-106.5,57,63,50,32,29,26,2,2,33
"8021",34.5,-107.5,56,56,50,32,30,24,2,1,31
"8020",34.5,-108.5,57,56,43,31,30,25,3,3,27
"8016",34.5,-112.5,63,59,44,31,27,19,3,3,29
"8015",34.5,-113.5,62,56,40,29,23,20,3,4,29
"8014",34.5,-114.5,58,58,40,29,22,19,2,4,27
"8009",34.5,-119.5,55,60,51,38,27,14,2,4,26
"8055",34.5,-4.5,49,78,48,26,26,9,0,0,16
"8053",34.5,-6.5,48,87,44,31,28,8,0,0,14
"8051",34.5,-77.5,46,89,45,34,18,11,1,1,19
"8046",34.5,-82.5,48,72,42,30,20,13,1,1,19
"8043",34.5,-85.5,48,69,40,29,18,13,1,1,21
"8042",34.5,-86.5,48,70,38,30,18,12,1,1,22
"8037",34.5,-91.5,49,71,44,32,20,13,2,1,25
"8030",34.5,-98.5,42,67,38,31,28,20,2,1,32
"8160",34.5,119.5,40,69,34,21,17,13,1,0,17
"8162",34.5,126.5,39,68,35,25,23,16,2,0,15
"8077",34.5,36.5,39,43,34,23,24,14,1,0,18
"8083",34.5,42.5,19,23,28,14,22,6,0,0,8
"8084",34.5,43.5,24,37,30,17,22,7,1,0,12
"8087",34.5,46.5,38,51,37,22,25,14,0,0,17
"8088",34.5,47.5,39,50,39,22,24,14,0,0,23
"8089",34.5,48.5,38,47,37,22,23,15,0,0,21
"8090",34.5,49.5,39,35,35,18,24,15,0,0,18
"8091",34.5,50.5,35,35,35,15,22,15,0,0,17
"8092",34.5,51.5,33,32,30,12,25,13,0,0,16
"8093",34.5,52.5,31,33,28,10,24,9,0,0,15
"8094",34.5,53.5,27,26,26,9,22,9,0,0,15
"8108",34.5,67.5,41,37,38,15,29,12,1,0,18
"8112",34.5,71.5,85,70,61,28,34,16,2,0,23
"8113",34.5,72.5,102,76,66,31,32,18,3,0,27
"8114",34.5,73.5,108,91,64,34,30,21,5,0,23
"8115",34.5,74.5,91,81,61,27,27,23,5,0,19
"8116",34.5,75.5,73,53,51,18,21,23,2,0,19
"8117",34.5,76.5,51,28,39,13,16,19,1,0,15
"8118",34.5,77.5,40,23,30,8,15,22,1,0,11
"8119",34.5,78.5,27,20,24,6,13,24,0,0,9
"8068",34.5,8.5,40,58,37,21,19,9,0,0,19
"8069",34.5,9.5,43,71,43,20,20,10,0,0,19
"7932",35.5,-105.5,51,62,45,29,32,30,2,2,34
"7930",35.5,-107.5,54,58,48,32,30,26,2,1,31
"7926",35.5,-111.5,54,58,37,31,29,26,3,1,29
"7925",35.5,-112.5,58,58,38,32,28,24,3,1,28
"7924",35.5,-113.5,61,55,39,30,26,22,2,4,29
"7918",35.5,-119.5,53,49,41,25,27,18,2,3,23
"7964",35.5,-5.5,48,91,42,30,28,9,0,0,15
"7961",35.5,-76.5,47,84,42,33,19,13,1,1,20
"7960",35.5,-77.5,42,76,43,30,18,12,1,1,18
"7957",35.5,-80.5,42,71,40,28,19,13,1,1,18
"7956",35.5,-81.5,45,75,41,29,19,14,1,1,18
"7954",35.5,-83.5,49,72,45,28,19,17,1,1,20
"7953",35.5,-84.5,49,72,44,28,19,18,1,1,22
"7946",35.5,-91.5,49,70,46,31,20,13,1,1,27
"7971",35.5,1.5,53,73,37,24,20,7,0,0,14
"7980",35.5,10.5,45,78,41,23,24,8,0,0,12
"8900",35.5,126.5,40,69,36,25,24,16,2,0,15
"8901",35.5,127.5,39,63,31,18,24,16,2,0,16
"8902",35.5,128.5,42,63,31,19,24,14,2,0,16
"7972",35.5,2.5,49,70,35,21,19,8,0,0,16
"8001",35.5,45.5,35,40,36,17,25,14,0,0,15
"8002",35.5,46.5,43,53,39,26,24,15,0,0,20
"8003",35.5,47.5,42,50,37,25,23,15,0,0,19
"7975",35.5,5.5,53,67,37,22,19,9,0,0,18
"8007",35.5,51.5,47,61,38,22,29,19,0,0,31
"8831",35.5,52.5,47,65,40,23,32,18,1,0,30
"8832",35.5,53.5,45,61,38,21,31,16,1,0,29
"8834",35.5,55.5,32,42,32,13,29,11,0,0,23
"8835",35.5,56.5,33,35,34,11,28,12,0,0,21
"8836",35.5,57.5,33,38,36,12,27,13,0,0,18
"7976",35.5,6.5,48,70,37,25,18,9,0,0,16
"8839",35.5,60.5,43,49,43,16,29,13,0,0,21
"8840",35.5,61.5,44,57,47,19,29,16,0,0,21
"8841",35.5,62.5,47,57,49,19,27,15,0,0,22
"8846",35.5,67.5,51,48,41,18,28,12,1,0,22
"8849",35.5,70.5,72,59,46,23,26,14,1,0,19
"8850",35.5,71.5,80,64,57,24,29,18,2,0,20
"8851",35.5,72.5,82,69,57,23,27,20,2,0,20
"8852",35.5,73.5,74,70,55,23,25,19,4,0,21
